,Status
70853,1
132233,1
87693,1
141994,0
313365,0
190567,1
135912,1
181541,1
420620,0
256103,0
39715,0
301163,0
297743,1
47037,1
212183,1
244156,1
28133,1
8807,1
300626,0
125114,1
156572,1
79422,0
8671,1
81866,1
245525,0
181402,1
364554,0
129585,1
251745,0
78370,1
325037,0
106573,0
256773,1
72028,1
244108,1
2138,0
271806,1
118996,1
346733,0
221336,1
17779,1
280594,1
451241,0
161883,1
370091,0
404335,0
241137,1
94860,0
245853,1
425188,0
142383,1
340159,0
49661,1
421782,0
213305,1
139577,1
347541,0
345400,0
247217,1
231516,1
24789,0
125535,1
449956,0
338320,0
272347,1
416299,0
417202,0
147786,0
397640,0
388324,0
391217,0
21422,1
108543,1
339404,0
346760,0
299259,1
311970,0
358328,0
392777,0
260998,1
33004,1
87324,0
153382,0
42437,1
280938,1
96322,1
212906,1
24746,1
73291,0
417514,0
356679,0
62917,1
400149,0
284729,1
359671,0
224895,0
371167,0
246276,1
33951,1
314660,0
426746,0
436600,0
342188,0
317237,0
160708,1
57731,1
457343,0
310922,0
49284,1
218705,0
181847,1
85850,1
375067,0
152925,1
149933,1
71491,1
251900,1
209139,1
191058,1
248888,0
336986,0
244371,0
337530,0
383962,0
365418,0
305423,0
342465,0
364654,0
228797,1
265469,1
185017,1
371914,0
371821,0
396205,0
335556,0
126400,1
176923,1
115377,0
10293,0
443231,0
322789,0
297653,1
10551,1
259015,1
379217,0
215917,1
147111,1
95901,0
219409,1
359884,0
6130,0
167044,1
6345,0
316418,0
266669,1
28119,1
413282,0
124729,1
291202,1
66915,0
90253,1
70061,1
135818,1
427765,0
234493,1
82932,1
33762,1
434262,0
227745,1
187678,1
450643,0
24409,0
173409,1
260343,1
134346,0
350398,0
23085,1
165652,1
364794,0
55411,1
253569,0
129062,1
57817,1
129777,1
69288,1
331211,0
122764,1
265133,1
96190,1
160599,1
363027,0
97172,1
314544,0
389701,0
357087,0
130960,0
413160,0
375253,0
3416,1
155092,1
408417,0
183729,1
239924,1
443623,0
305081,0
233903,1
457651,0
279082,1
218389,0
250709,1
444762,0
288241,0
396934,0
345909,0
178299,0
28514,1
371236,0
238527,1
163627,1
318642,0
125841,0
45141,1
127518,1
74954,1
397871,0
291941,1
36390,0
141940,1
226986,1
217191,1
357269,0
451448,0
67275,1
121497,1
60763,1
372860,0
155288,1
16431,0
239724,1
313417,0
372565,0
146268,1
433775,0
62188,1
63453,1
148474,0
237816,0
111995,0
325657,0
210326,1
429676,0
187340,1
5088,1
418735,0
424808,0
235380,0
174714,1
3983,0
93714,0
150097,0
333359,0
191132,0
426479,0
197853,0
301694,0
418972,0
250896,1
41774,0
46148,1
218347,1
51284,1
82454,1
415502,0
88002,0
148772,0
367607,0
442493,0
155483,1
150840,0
113012,1
32193,0
401636,0
394707,0
351021,0
178625,0
454146,0
270620,1
185143,1
230879,1
345779,0
8570,1
2284,0
362652,0
42015,1
160338,1
196185,1
441011,0
384990,0
6095,1
171620,1
107788,1
247748,1
392557,0
418634,0
172277,1
408361,0
323478,0
379890,0
245097,0
6978,1
332263,0
33210,1
233130,1
137890,1
95857,1
241912,1
96920,1
70332,0
7927,1
168559,1
115505,1
24654,1
35013,1
216037,0
386468,0
24003,1
436961,0
9304,1
304398,0
80020,1
282748,1
14884,1
225558,0
403209,0
208848,1
122402,1
223013,1
202404,0
86664,1
246223,0
372121,0
304654,0
307212,0
454385,0
106603,1
243699,1
379915,0
117464,1
29929,0
261628,1
341591,0
360176,0
48401,1
341622,0
322479,0
185687,1
64798,1
180884,1
166453,1
394522,0
410386,0
328367,0
293516,1
367719,0
73862,1
224630,0
375978,0
189668,1
360681,0
84014,0
363652,0
403123,0
380875,0
149571,1
81307,1
130251,1
320932,0
430933,0
203337,1
362032,0
129160,1
222741,1
138048,1
31910,1
460386,0
213716,0
193032,1
192437,0
438516,0
452761,0
50750,1
308225,0
73703,1
246876,1
357577,0
329232,0
225387,1
133146,1
66793,0
255002,1
240185,1
265916,0
247407,1
291024,1
104294,1
115749,1
189925,1
444110,0
424457,0
248233,1
266264,1
289415,0
376127,0
327643,0
449607,0
283429,1
175557,1
368922,0
363707,0
188240,1
20904,1
195878,1
447524,0
356310,0
172392,0
123852,1
212306,1
212014,1
237957,0
389205,0
205558,0
281279,1
162400,1
153075,1
405115,0
71285,1
429939,0
414157,0
371993,0
416339,0
166320,1
334442,0
267726,1
1412,0
261059,1
417357,0
151684,1
177986,1
163502,0
33279,1
206358,0
74131,0
421890,0
393168,0
294782,0
73422,1
197133,1
303796,0
24021,0
252418,1
455363,0
111853,1
416185,0
404093,0
51009,0
148271,1
367515,0
334436,0
351390,0
437987,0
351041,0
191320,1
243211,1
72557,1
445533,0
311533,0
340695,0
8986,1
433187,0
31066,0
446757,0
170864,0
103988,1
159704,0
391955,0
371147,0
79186,1
236609,1
161060,1
140625,1
377441,0
266966,0
135397,1
256629,1
312563,0
400202,0
31050,1
90872,0
362189,0
443935,0
110469,1
91443,1
215106,0
348327,0
24391,1
339508,0
22947,0
316499,0
438990,0
27648,1
231020,0
412806,0
9623,1
321400,0
57796,1
96582,1
47755,1
200636,1
182647,1
368485,0
184765,1
152062,1
454927,0
401555,0
9032,1
113590,1
327674,0
427208,0
412913,0
174137,1
211309,1
239818,1
347096,0
291184,1
148250,1
106567,0
86892,1
63958,1
427057,0
434011,0
39250,1
369450,0
403379,0
41606,1
364337,0
406566,0
11425,1
212290,0
162319,0
141251,0
452314,0
372175,0
5511,1
322090,0
226303,0
352277,0
209985,0
390744,0
369296,0
378617,0
396211,0
31290,1
26703,0
35149,1
396299,0
253226,0
429781,0
218821,1
10538,0
297947,1
286202,0
103550,1
204470,1
8175,1
1463,0
125560,1
65689,1
65169,1
188286,1
59055,1
87570,1
298760,1
11636,0
156239,1
257728,1
314938,0
362703,0
452520,0
9861,1
47346,1
139837,1
396168,0
82433,0
368163,0
99376,1
262575,1
155314,1
444435,0
435573,0
214878,1
306616,0
210812,1
224602,1
42174,1
36951,1
461319,0
124756,1
184228,1
45775,1
168610,1
311072,0
343624,0
407958,0
63449,1
428133,0
142859,1
253470,1
121279,1
341717,0
108167,1
305375,0
255708,0
333015,0
31220,1
102167,0
454591,0
147346,0
297448,1
71460,0
280595,1
313041,0
41798,1
374959,0
349436,0
252084,1
55323,1
450427,0
302016,0
20293,1
263586,0
116588,1
98631,0
10977,1
228930,1
362119,0
440182,0
167739,1
17243,1
280950,1
126815,0
123724,1
210493,1
284637,1
329506,0
408781,0
449765,0
219818,1
392220,0
84423,0
161731,1
369919,0
361963,0
157493,1
284264,1
110800,1
1024,0
96294,1
352736,0
192064,1
260672,1
369423,0
299868,1
263812,1
27575,1
181684,1
111050,1
178446,1
180979,1
272701,1
251947,0
70515,0
392429,0
152089,0
444892,0
442941,0
323502,0
176609,0
392270,0
115846,1
427087,0
398372,0
88534,0
187403,1
80309,1
445220,0
431560,0
381931,0
214132,0
276706,1
197383,1
330641,0
398518,0
16696,0
20318,0
328305,0
391370,0
384497,0
60909,1
453971,0
192706,0
95207,1
35432,0
135515,1
331669,0
49111,1
301233,0
153973,1
143491,0
460663,0
396863,0
333195,0
91321,1
249345,1
227576,1
64708,1
313970,0
127574,1
99373,1
272366,1
410833,0
395192,0
378264,0
2388,1
103787,1
139351,1
166408,1
432403,0
278904,1
323102,0
187203,1
2772,1
290401,1
341538,0
9175,1
37901,0
245208,1
333360,0
367658,0
206059,1
261552,1
391479,0
114094,1
255694,1
114033,1
250486,1
275384,0
397879,0
127210,1
11871,1
326753,0
354150,0
7475,0
51737,0
293576,1
90605,1
14692,1
38445,1
69018,1
241229,1
290805,1
415647,0
325120,0
98908,1
181456,1
303893,0
128255,1
439365,0
341788,0
447423,0
432389,0
69970,1
175712,0
261998,0
88522,0
112112,1
373325,0
331240,0
431770,0
20940,1
411145,0
238337,1
311961,0
300783,0
242828,0
391139,0
60874,0
29011,1
348956,0
194620,0
20586,1
403237,0
65866,1
268090,0
309370,0
327368,0
15785,0
175098,1
241155,1
189664,0
184224,1
192719,1
165646,1
131321,0
337454,0
266029,1
315803,0
256564,1
212825,0
456591,0
135317,0
254941,1
40039,1
360315,0
297537,1
225585,1
103985,1
143005,0
284061,0
406011,0
323853,0
388018,0
268772,1
104106,1
437245,0
367615,0
191915,1
97789,1
191770,1
21197,1
199746,1
148596,1
405259,0
70119,1
153947,1
385551,0
104904,1
154236,0
156956,1
305712,0
201467,1
280598,0
433417,0
137932,1
448093,0
338309,0
232584,0
291797,1
175629,1
333398,0
179671,1
215665,1
333892,0
354266,0
87992,1
396237,0
448722,0
374780,0
4554,0
119847,1
136875,1
362945,0
393784,0
305505,0
35647,0
223491,1
452794,0
310683,0
447737,0
263093,1
3374,1
114921,0
205973,1
308857,0
357369,0
314501,0
104634,1
328497,0
266609,1
461250,0
41955,1
380111,0
419407,0
188997,1
369374,0
202750,1
386382,0
173390,1
376778,0
458507,0
184497,1
446838,0
156395,0
380536,0
309365,0
47622,1
132297,1
32136,0
185105,1
269896,1
228943,1
121708,1
315092,0
260283,1
380729,0
421756,0
202314,1
19576,1
276840,0
107884,1
216253,1
132630,1
173953,1
10484,0
300896,0
388387,0
144137,0
273046,0
279008,0
72622,0
65705,1
98826,0
38971,1
256771,0
270290,1
313021,0
418855,0
341929,0
223441,1
381248,0
305532,0
195854,1
62481,0
266434,1
296035,1
181910,1
434481,0
399623,0
344202,0
391720,0
141362,1
381095,0
365937,0
256587,1
160803,1
292080,0
185594,1
137913,0
76714,1
55652,1
421182,0
226734,1
96171,0
392948,0
364355,0
150515,1
78346,1
382728,0
99248,0
412401,0
22499,0
228530,1
21045,0
120806,1
192579,1
314324,0
73993,1
457704,0
318018,0
377313,0
326269,0
157047,1
132479,1
330268,0
180818,1
246820,1
328962,0
52045,1
176625,1
46684,1
419615,0
148237,1
333952,0
176522,1
233435,1
330354,0
343068,0
30098,1
283121,1
119937,0
431894,0
289223,0
202648,0
76533,1
338165,0
155592,1
400004,0
56647,0
205618,1
192729,1
187624,0
440820,0
169914,1
270280,0
40724,0
226633,1
86349,1
189145,1
403691,0
89334,1
408891,0
149810,1
28453,1
285549,1
45029,0
295119,1
93151,1
119858,1
71817,1
253433,1
203230,1
266236,1
150350,1
1493,1
380105,0
81287,0
211385,1
62890,1
34314,1
212102,0
449403,0
296475,0
296203,1
299788,1
114622,1
107589,0
360052,0
401209,0
242978,1
456966,0
60683,1
425267,0
300285,0
215744,0
133247,0
307485,0
163426,1
30105,1
452258,0
164170,1
131881,1
225547,1
16975,0
280123,1
260447,1
219756,0
247794,1
83765,1
207138,0
26163,0
289474,1
182782,1
26079,1
371189,0
382742,0
160284,1
123751,0
179918,0
428066,0
387569,0
165887,1
54506,1
27569,1
383396,0
337261,0
73027,1
404253,0
404721,0
4626,1
174049,1
125493,1
194248,1
322202,0
407830,0
5152,1
51931,0
195309,1
324565,0
280650,0
439258,0
200004,1
37336,0
17635,1
168387,0
136401,0
220676,1
409783,0
4494,1
96859,1
307288,0
123729,1
18445,1
449751,0
329636,0
387474,0
439477,0
11170,1
16901,1
422155,0
18664,1
41494,1
346433,0
115071,1
120361,0
796,0
240915,0
168633,0
29105,0
171769,0
235503,1
272582,1
118031,1
316899,0
243041,1
287470,1
385525,0
236386,1
367585,0
40239,1
289582,1
91077,1
231113,1
170201,1
424679,0
202376,1
319568,0
239054,1
132433,1
419832,0
378515,0
451449,0
109732,1
220872,1
125695,0
452611,0
276102,1
237713,1
351919,0
346617,0
440225,0
233647,1
265588,0
102782,1
122442,0
244830,1
153306,1
110578,1
196824,1
42188,1
17202,1
373229,0
14621,1
393363,0
342183,0
358347,0
439216,0
234698,1
130988,1
2928,1
295194,1
396722,0
403325,0
441191,0
172968,1
312049,0
109010,1
41319,0
742,1
193467,1
191695,1
148339,1
351480,0
350053,0
461303,0
405051,0
353201,0
280153,1
331277,0
458873,0
451844,0
78738,1
296649,0
126139,1
250982,1
381781,0
175532,0
130166,1
5397,1
75376,1
151283,1
437455,0
259613,0
97778,1
259266,1
176466,1
448330,0
16722,1
43837,1
401477,0
311659,0
387736,0
128506,1
315052,0
194106,1
70505,1
8397,1
368198,0
92845,1
146008,1
152431,1
461611,0
218756,0
254697,1
191054,1
2878,1
369055,0
63378,1
267155,1
35509,0
131066,0
223503,1
139564,1
157589,1
433896,0
415466,0
317470,0
30555,1
350888,0
180409,1
446184,0
284046,1
110763,0
114969,0
257507,0
21365,0
65985,1
270296,1
232726,1
188986,1
352185,0
53474,1
307958,0
234730,1
374731,0
144762,1
306791,0
239379,1
425064,0
306394,0
441419,0
204263,1
400121,0
17456,1
407255,0
349188,0
122415,1
426657,0
435481,0
171857,0
29586,0
219940,1
209094,1
231436,1
5277,1
52286,1
216759,1
298543,1
243418,1
109347,1
126946,0
188635,1
184200,1
394200,0
186358,0
302218,0
439337,0
134175,1
107474,1
215051,1
145387,1
10872,1
433195,0
255288,1
97511,0
135925,0
400885,0
96797,0
433577,0
362483,0
217260,1
265803,1
419767,0
176848,1
96151,1
142741,1
127576,0
440626,0
248349,1
123277,1
257709,1
5980,1
290094,0
83925,1
249988,1
364841,0
226861,1
100268,1
138418,1
72568,0
108610,1
25896,1
421750,0
300055,0
141470,0
124020,1
250439,0
62069,0
166613,1
194916,1
70134,1
333941,0
121814,1
132086,1
272979,1
302531,0
135103,0
127780,1
4360,0
358348,0
142270,1
63645,1
46564,1
58674,1
240539,1
393866,0
449551,0
27892,1
322615,0
357113,0
281009,1
227529,1
209180,1
444561,0
376059,0
137411,0
59893,0
352552,0
159133,1
391153,0
71523,1
142101,1
406896,0
171117,0
248295,1
264910,1
171604,1
64173,0
209672,0
318827,0
303806,0
246921,1
236821,0
158776,1
286659,0
429764,0
198961,1
336769,0
35084,1
60035,1
315020,0
103124,1
258662,0
145763,0
323622,0
2914,1
121980,1
283824,1
88218,1
180295,0
451761,0
389501,0
409031,0
74534,1
110705,0
377337,0
210292,0
161487,1
386585,0
168469,1
29447,1
15475,1
142910,0
328799,0
115973,1
380637,0
327947,0
156050,1
418795,0
267592,1
53494,1
15115,1
76664,1
261194,1
182576,0
434959,0
130088,1
198672,1
164994,0
377780,0
86552,0
318799,0
206105,1
376116,0
383361,0
395476,0
396720,0
146747,1
5042,1
173418,1
49840,1
10264,1
449411,0
168819,1
397276,0
138415,1
28587,1
172447,0
196531,1
117148,1
109422,1
102781,1
34240,0
424043,0
22634,1
248487,0
252272,1
330861,0
6431,1
312522,0
230838,1
81366,1
293364,1
40287,1
293950,1
330830,0
66542,1
81083,1
166950,1
348203,0
277240,1
349018,0
261787,1
446888,0
116474,1
111825,1
413325,0
210283,1
12240,1
394247,0
217972,0
343077,0
91889,0
87887,0
21839,0
206568,0
274681,1
27152,1
263524,1
254849,0
88726,1
190561,0
79385,0
417871,0
245140,1
63578,1
92523,1
308152,0
434823,0
201814,0
61834,1
292693,1
421368,0
436342,0
110001,1
80764,1
5770,0
257756,1
175489,1
263393,1
415054,0
272168,1
66104,1
458957,0
117863,1
174732,0
119727,1
91865,0
104889,0
447538,0
31306,0
192314,1
329753,0
300516,0
195285,1
324064,0
372994,0
235975,1
396741,0
112260,1
50160,1
40043,1
210203,1
164757,1
395437,0
78986,1
109791,1
367025,0
50076,1
212896,1
64930,0
394216,0
195788,1
424525,0
355733,0
295102,1
13159,1
494,1
303477,0
110505,0
195598,1
20579,1
375101,0
46274,0
124226,1
73277,1
255490,1
89606,1
366154,0
119658,1
211127,1
301661,0
240187,0
3026,0
423520,0
21336,1
286805,0
397416,0
64801,1
275398,1
211050,1
55606,1
341919,0
352283,0
172659,1
251269,0
419091,0
57467,0
48885,1
175039,0
269454,0
75650,1
415556,0
9106,1
344464,0
381188,0
155041,0
93973,1
94973,0
330802,0
190098,1
264781,1
43568,1
375242,0
249432,0
165072,1
300095,0
319439,0
457207,0
426262,0
210729,1
47590,1
273575,0
329653,0
362224,0
131059,0
364185,0
54700,1
100753,1
294574,0
415813,0
101913,1
54558,1
33884,1
86512,1
149167,0
54129,1
321269,0
48867,0
444987,0
180085,1
367349,0
217720,1
51064,1
311262,0
349284,0
369425,0
219551,1
460718,0
236879,1
81107,0
266907,0
413706,0
237029,1
222563,1
143399,1
422061,0
79209,1
88259,0
181301,1
80612,1
369960,0
376629,0
60526,1
53512,0
222770,1
288480,1
137876,1
408653,0
398961,0
392839,0
8534,1
221627,1
447893,0
66466,1
151356,1
299986,0
124992,1
358279,0
168486,1
225187,1
231111,1
412662,0
952,1
10281,1
292932,1
397812,0
296707,1
356116,0
190562,0
156145,1
28114,1
320300,0
281642,0
172475,1
18728,1
218098,1
102716,0
258259,1
388804,0
115538,1
328275,0
47219,1
226122,1
60399,1
246293,1
23988,1
316076,0
461416,0
247033,1
224405,0
43603,1
53428,0
339,1
455395,0
385629,0
156753,1
443824,0
356685,0
63284,1
28685,0
208371,0
388218,0
425813,0
49470,1
351534,0
73368,0
774,1
228361,1
409769,0
334786,0
439251,0
314433,0
367762,0
381828,0
244863,0
410654,0
189503,1
275820,0
270878,1
189353,0
77781,1
405454,0
345489,0
27531,1
217646,1
116589,1
60855,1
63959,1
297183,1
312355,0
35209,1
17484,1
302466,0
114314,0
136086,1
291960,1
452273,0
458889,0
349671,0
459074,0
243975,1
308770,0
107952,1
351334,0
303276,0
289573,1
322104,0
140319,1
18484,1
198995,1
165476,1
109264,0
219425,1
391038,0
261237,1
442834,0
144050,1
432076,0
283176,1
181377,1
369975,0
356110,0
36830,1
448867,0
445428,0
159544,1
